opabbrev,opname,optype,datasource,count
Non-public,Coc First Spanish Presb Church,Non-public,nysed_activeinstitutions,1
Non-public,Verrazano Service Inc.,Non-public,dca_operatingbusinesses,1
Non-public,"Mary Bobb Day Care,Inc.",Non-public,dohmh_daycare,1
Non-public,Bronx Museum of the Arts,Non-public,dcla_culturalinstitutions,1
Non-public,Our Lady Of Miracles,Non-public,nysed_activeinstitutions,1
Non-public,Iglesia de Dios de la Profecia,Non-public,foodbankny_foodbanks,1
Non-public,"Variety Boys & Girls Club of Queens, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,Sunshine LLC of Jackson Avenue,Non-public,doe_universalprek,1
Non-public,Mutual Bus Corp. (B2321),Non-public,doe_busroutesgarages,1
Non-public,Cathedral High School,Non-public,nysed_activeinstitutions,1
Non-public,207 Garage L.L.C.,Non-public,dca_operatingbusinesses,1
Non-public,Marci Parking Lot Llc,Non-public,dca_operatingbusinesses,1
Non-public,Little Excellence Llc,Non-public,dohmh_daycare,1
Non-public,Rainbow Child Dev Center,Non-public,doe_universalprek,1
Non-public,Ateret Torah Center,Non-public,nysed_activeinstitutions,1
Non-public,Leman Manhattan Preparatory School,Non-public,nysed_activeinstitutions,1
Non-public,Visiting Nurse Service of NY Home Care II,Non-public,nysomh_mentalhealth,16
Non-public,Milestone School For Child Development,Non-public,nysed_activeinstitutions,1
Non-public,General Society of Mechanics and Tradesmen of the City,Non-public,dcla_culturalinstitutions,1
Non-public,Usda-Ceo P723x At Peace & Diversity,Non-public,nysed_activeinstitutions,1
Non-public,Playground For All Children,Non-public,nysed_activeinstitutions,1
Non-public,Lenox Hill Neighborhood House,Non-public,doe_universalprek,1
Non-public,Christ The Rock Summer Camp Vbs,Non-public,nysed_activeinstitutions,1
Non-public,Presentation Of The Bvm School Summer Camp,Non-public,nysed_activeinstitutions,1
Non-public,52 - Broadway Garage Corp.,Non-public,dca_operatingbusinesses,1
Non-public,Colonial Dames of America/Mount Vernon Hotel Museum & Garden,Non-public,dcla_culturalinstitutions,1
Non-public,"Olympia Garage, Inc.",Non-public,dca_operatingbusinesses,1
Non-public,Christina Romano,Non-public,dohmh_daycare,1
Non-public,"Kids-Centric, Inc.",Non-public,nysed_activeinstitutions,1
Non-public,Talmud Torah Tzemach Tzadik Vizntz,Non-public,dohmh_daycare,1
Non-public,Amable Parking Corp.,Non-public,dca_operatingbusinesses,1
Non-public,True Holy Church of God in Christ Jesus,Non-public,foodbankny_foodbanks,1
Non-public,"Bumblebeezel Prep, Inc",Non-public,doe_universalprek,1
Non-public,Holy Ghost Pentecostal Church,Non-public,foodbankny_foodbanks,1
Non-public,"NYEEQASC, LLC",Non-public,nysdoh_healthfacilities,1
Non-public,Beth Jacob of Borough Park,Non-public,doe_universalprek,1
Non-public,Jhs 137,Non-public,nysed_activeinstitutions,1
Non-public,Church of the Annunciation,Non-public,foodbankny_foodbanks,1
Non-public,T N T Scrap,Non-public,nysdec_solidwaste,1
Non-public,Causa Artium Limited,Non-public,dcla_culturalinstitutions,1
Non-public,"New Generation Learning Center, Inc.",Non-public,doe_universalprek,1
Non-public,Sumner Children's Center,Non-public,doe_universalprek,1
Non-public,National Institute Of Realtime Reporting (The),Non-public,nysed_activeinstitutions,1
Non-public,"Green, Charles E.",Non-public,dca_operatingbusinesses,1
Non-public,Francis Grace Day Care Inc,Non-public,dohmh_daycare,1
Non-public,58th & 7th Parking Llc,Non-public,dca_operatingbusinesses,1
Non-public,"Nelson'S Auto Salvage, Inc.",Non-public,dca_operatingbusinesses,1
Non-public,Full Gospel Tabernacle Food Pantry,Non-public,foodbankny_foodbanks,1
Non-public,Brg Charles Llc,Non-public,dca_operatingbusinesses,1
Non-public,America SCORES New York,Non-public,dcla_culturalinstitutions,1
Non-public,"God'S Deliverance Temple, Inc",Non-public,nysed_activeinstitutions,1
Non-public,Al Madinah School Site 2,Non-public,doe_universalprek,1
Non-public,Sacred Heart School,Non-public,doe_universalprek,2
Non-public,Bridgefield Civic League,Non-public,nysed_activeinstitutions,1
Non-public,First Impressions (2),Non-public,nysed_activeinstitutions,1
Non-public,"Brooklyn Arts Council, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,ColumbiaDoctors/NewYork-Presbyterian Imaging,Non-public,nysdoh_healthfacilities,1
Non-public,New York Lesbian and Gay Experimental Film Festival,Non-public,dcla_culturalinstitutions,1
Non-public,"Yeled V'Yalda Early Childhood Center,Inc.",Non-public,dohmh_daycare,3
Non-public,Plaza College,Non-public,nysed_activeinstitutions,1
Non-public,Usda-Ceo P811x At Bronx Hs Vis. Art,Non-public,nysed_activeinstitutions,1
Non-public,Jewish Association for Services for the Aged,Non-public,nysomh_mentalhealth,2
Non-public,Staten Island Ctr-Independent Living,Non-public,nysed_activeinstitutions,1
Non-public,Little Peoples Day Care,Non-public,nysed_activeinstitutions,1
Non-public,Kids R Kids Day Care Corporation,Non-public,dohmh_daycare,1
Non-public,Congregation Ohr Menachem,Non-public,dohmh_daycare,1
Non-public,Ultra-Park Llc,Non-public,dca_operatingbusinesses,1
Non-public,Iris House Westside Soup Kitchen,Non-public,foodbankny_foodbanks,1
Non-public,"Leake And Watts Services, Inc.",Non-public,dohmh_daycare,1
Non-public,The Childrens Aid Society,Non-public,nysdoh_healthfacilities,6
Non-public,Brooklyn Charter School,Non-public,doe_lcgms,1
Non-public,"Five Boroughs Music Festival, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,Chinese Writers Association of New York,Non-public,dcla_culturalinstitutions,1
Non-public,R & H 173rd Services Corporation,Non-public,dca_operatingbusinesses,1
Non-public,Bishop Loughlin Memorial High School,Non-public,nysed_activeinstitutions,1
Non-public,"Y & H Enterprises, Inc.",Non-public,dca_operatingbusinesses,1
Non-public,Pathway Study Center Inc (The),Non-public,nysed_activeinstitutions,1
Non-public,United Federation Of Hindu,Non-public,nysed_activeinstitutions,1
Non-public,"BCT Brooklyn Children's Theatre, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,All My Children Learning Center Inc,Non-public,dohmh_daycare,1
Non-public,Mesivtha Tifereth Jerusalem,Non-public,nysed_activeinstitutions,1
Non-public,Northside Center Day School,Non-public,doe_universalprek,1
Non-public,"Reel Stories Teen Filmmaking, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,American Jewish Historical Society,Non-public,dcla_culturalinstitutions,1
Non-public,Faith Assemblies of God,Non-public,foodbankny_foodbanks,1
Non-public,French Culinary Institute (The),Non-public,nysed_activeinstitutions,1
Non-public,Urban Hope Nyc,Non-public,dohmh_daycare,1
Non-public,815 Tenth Parking Llc,Non-public,dca_operatingbusinesses,1
Non-public,Urban Dove Charter School,Non-public,doe_lcgms,1
Non-public,Usda-Ceo P368k At Is 33k,Non-public,nysed_activeinstitutions,1
Non-public,Wonder-Village Youth Center,Non-public,nysed_activeinstitutions,1
Non-public,Enterprise 62nd Parking Llc,Non-public,dca_operatingbusinesses,1
Non-public,"Woodlawn Conservancy, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,Miraj Islamic School,Non-public,nysed_activeinstitutions,1
Non-public,Up & Growing Day Care,Non-public,nysed_activeinstitutions,1
Non-public,Wake-Eden Christian Academy,Non-public,doe_universalprek,1
Non-public,"L'Refuah Medical & Rehabilitation Center,Inc",Non-public,nysdoh_healthfacilities,10
Non-public,Preschool R' Us 3,Non-public,doe_universalprek,1
Non-public,Cay Community Services Organization  Inc,Non-public,nysopwdd_providers,1
Non-public,Coney Auto Experts Inc,Non-public,dca_operatingbusinesses,1
Non-public,T-Birds Automotive Ltd.,Non-public,dca_operatingbusinesses,1
Non-public,New York Law School,Non-public,nysed_activeinstitutions,1
Non-public,100 William Garage Corp.,Non-public,dca_operatingbusinesses,1
Non-public,Yeshiva Tzemach Tzadik Viznitz,Non-public,nysed_activeinstitutions,1
Non-public,Roman Catholic Church Of The Holy Child Of New York,Non-public,dohmh_daycare,1
Non-public,"VisionIntoArt Presents, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,Fdd Enterprises Inc.,Non-public,dca_operatingbusinesses,4
Non-public,99 Jane Street Parking Llc,Non-public,dca_operatingbusinesses,2
Non-public,Be Above Site 16,Non-public,doe_universalprek,1
Non-public,"Amber Court at Home, LLC",Non-public,nysdoh_healthfacilities,1
Non-public,Usda-Ceo P017x At Ps 161x,Non-public,nysed_activeinstitutions,1
Non-public,Holy Innocents,Non-public,foodbankny_foodbanks,1
Non-public,St. Frances Cabrini Catholic Academy,Non-public,dohmh_daycare,1
Non-public,Ps 228,Non-public,nysed_activeinstitutions,1
Non-public,"Wyckoff House and Association, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,Bnos Yakov School For Girls,Non-public,nysed_activeinstitutions,1
Non-public,Swift Parking Llc,Non-public,dca_operatingbusinesses,1
Non-public,Mesivta Meor Hatorah,Non-public,nysed_activeinstitutions,1
Non-public,Lafayette Place Parking Llc,Non-public,dca_operatingbusinesses,1
Non-public,Usda-Ceo P094m At Ps188m,Non-public,nysed_activeinstitutions,1
Non-public,"Roust Theatre Company, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,Bank Street College Of Education,Non-public,dohmh_daycare,1
Non-public,Sp Plus Corporation,Non-public,dca_operatingbusinesses,210
Non-public,Rego Park Nursing Home Ltd,Non-public,nysdoh_healthfacilities,1
Non-public,Renanim Day Care,Non-public,doe_universalprek,1
Non-public,Crown Heights Community Outreach Center,Non-public,foodbankny_foodbanks,1
Non-public,"Looking Glass Productions of New York, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,Jimmy'S Fix A Dent Inc.,Non-public,dca_operatingbusinesses,1
Non-public,Cropsey Scrap Iron & Metal Corp,Non-public,nysdec_solidwaste,1
Non-public,Tabernacle Community Outreach,Non-public,nysed_activeinstitutions,1
Non-public,The Wooden Button Llc,Non-public,dohmh_daycare,1
Non-public,County Recovery Si Corporation,Non-public,dca_operatingbusinesses,1
Non-public,Danes Parking Corp.,Non-public,dca_operatingbusinesses,1
Non-public,Jonathan Williams,Non-public,doe_universalprek,1
Non-public,"Northern Manhattan Perinatal Partnership, Inc.",Non-public,dohmh_daycare,1
Non-public,River York Stratford Llc,Non-public,dca_operatingbusinesses,1
Non-public,Presbyterian Senior Services,Non-public,dfta_contracts,11
Non-public,Ramaz Middle School,Non-public,nysed_activeinstitutions,1
Non-public,"Haym Solomon Home for the Aged, LLC",Non-public,nysdoh_healthfacilities,1
Non-public,Talmud Torah Siach Yitzchok,Non-public,nysed_activeinstitutions,1
Non-public,Educational Alliance-West,Non-public,nysed_activeinstitutions,1
Non-public,"Century Medical & Dental Center, Inc.",Non-public,nysdoh_healthfacilities,3
Non-public,Museum of Music & Entertainment in New York City,Non-public,dcla_culturalinstitutions,1
Non-public,Webster Av Petroleum Llc.,Non-public,dca_operatingbusinesses,1
Non-public,"StoryCorps, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,Supreme Parking Corp.,Non-public,dca_operatingbusinesses,4
Non-public,Castle Day Care Center Corp.,Non-public,dohmh_daycare,1
Non-public,231 East 94th Street Parking Llc,Non-public,dca_operatingbusinesses,1
Non-public,"Opus Dance Theatre and Community Services, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,Luciano and Gino Casagrande,Non-public,nysdec_solidwaste,1
Non-public,Resource Parking Llc,Non-public,dca_operatingbusinesses,1
Non-public,Impark 1199 Pa Llc,Non-public,dca_operatingbusinesses,1
Non-public,Ps 36 At Ps 192,Non-public,nysed_activeinstitutions,1
Non-public,"C21 Parking Mgmt, Llc",Non-public,dca_operatingbusinesses,1
Non-public,Ave Maria Catholic Academy,Non-public,nysed_activeinstitutions,1
Non-public,Quik Park East 73rd St Llc,Non-public,dca_operatingbusinesses,1
Non-public,"Glass Menagerie A Downtown Community Chorus, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,2820 Bailey Parking Corp.,Non-public,dca_operatingbusinesses,1
Non-public,Taft Garage Corp.,Non-public,dca_operatingbusinesses,1
Non-public,"Orchestrating Dreams, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,M & R Gas Corp.,Non-public,dca_operatingbusinesses,1
Non-public,Selfhelp Community Services Inc,Non-public,dfta_contracts,11
Non-public,"Boyce-El, Irvine",Non-public,dca_operatingbusinesses,1
Non-public,"Dova, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,Lower Highland Nyc Playground,Non-public,nysed_activeinstitutions,1
Non-public,Cardinal McCloskey Community Services,Non-public,doe_universalprek,1
Non-public,Dependable Parking Llc,Non-public,dca_operatingbusinesses,1
Non-public,Class M Towing And Recovery Inc,Non-public,dca_operatingbusinesses,2
Non-public,"Dance Ring, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,Staten Island Academy,Non-public,dohmh_daycare,1
Non-public,R A D Valet Parking Inc,Non-public,dca_operatingbusinesses,1
Non-public,"Park Place Dc, Inc.",Non-public,dohmh_daycare,1
Non-public,St Mary'S Hospital For Children,Non-public,nysed_activeinstitutions,1
Non-public,Lexington Vocational Services Ctr  Inc,Non-public,nysopwdd_providers,1
Non-public,Ctr For Independence-Disabled In Ny,Non-public,nysed_activeinstitutions,1
Non-public,Kingsbrook Jewish Medical Center,Non-public,nysdoh_healthfacilities,3
Non-public,Fenimore Summer Enrichment,Non-public,nysed_activeinstitutions,1
Non-public,"Inter-County Automotive, Inc.",Non-public,dca_operatingbusinesses,1
Non-public,Church In The Gardens Community House,Non-public,dohmh_daycare,1
Non-public,University Settlement Society of New York,Non-public,nysomh_mentalhealth,4
Non-public,First Presbyterian Church Of Jamaica,Non-public,foodbankny_foodbanks,2
Non-public,"MasterVoices, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,"Tony'S Towing Service, Inc.",Non-public,dca_operatingbusinesses,1
Non-public,All My Children Day Care 10,Non-public,doe_universalprek,1
Non-public,Alc-Ms 258,Non-public,nysed_activeinstitutions,1
Non-public,East 85th Realty Llc,Non-public,dca_operatingbusinesses,1
Non-public,Quickhook Towing And Recovery Inc,Non-public,dca_operatingbusinesses,1
Non-public,"ZGD, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,Abundant Life Learning Center (2),Non-public,nysed_activeinstitutions,1
Non-public,East Side House Settlement,Non-public,dohmh_daycare,1
Non-public,Pre-K Center At 50-51 98th Street,Non-public,nysed_activeinstitutions,1
Non-public,Brite Adventure Center (58th Street),Non-public,doe_universalprek,1
Non-public,Inwood Houses/Boys To Men,Non-public,nysed_activeinstitutions,1
Non-public,Swiss Institute,Non-public,dcla_culturalinstitutions,1
Non-public,"Mccarton Foundation For Developmental Disabilities, Inc.",Non-public,dohmh_daycare,1
Non-public,Jr Ranger Day Camp-Crotona Ctr,Non-public,nysed_activeinstitutions,1
Non-public,Alternate Learning Center At Choir Acadmey,Non-public,nysed_activeinstitutions,1
Non-public,"Franklin Auto Repair, Inc.",Non-public,dca_operatingbusinesses,1
Non-public,Impark210cps Llc,Non-public,dca_operatingbusinesses,1
Non-public,IVY LEAGUE EARLY LEARNING ACADEMY,Non-public,doe_universalprek,1
Non-public,Astro Parking Llc,Non-public,dca_operatingbusinesses,1
Non-public,Bronx Grace Church,Non-public,nysed_activeinstitutions,1
Non-public,New York Kids Theatrical Alliance,Non-public,dcla_culturalinstitutions,1
Non-public,Edison  Ny Parking Llc,Non-public,dca_operatingbusinesses,1
Non-public,Full Effect Gospel Ministries,Non-public,foodbankny_foodbanks,1
Non-public,Brightside Academy,Non-public,dohmh_daycare,2
Non-public,Brevoort Parking Llc,Non-public,dca_operatingbusinesses,1
Non-public,A & R Towing & Recovery Inc.,Non-public,dca_operatingbusinesses,1
Non-public,Figure Skating in Harlem,Non-public,dcla_culturalinstitutions,1
Non-public,"Sea Crest Acquisition II, LLC",Non-public,nysdoh_healthfacilities,1
Non-public,Sprout  Inc.,Non-public,nysopwdd_providers,1
Non-public,255 Schermerhorn Street Parking Corp.,Non-public,dca_operatingbusinesses,1
Non-public,New York Restoration Project,Non-public,dcla_culturalinstitutions,1
Non-public,Atlantic Avenue Local Development Corporation,Non-public,dcla_culturalinstitutions,1
Non-public,Church Of God Christian Academy,Non-public,nysed_activeinstitutions,1
Non-public,Hospitals & Nursing Homes School,Non-public,nysed_activeinstitutions,1
Non-public,Mt. Zion AME Church,Non-public,foodbankny_foodbanks,1
Non-public,Conscientious Musical Revues,Non-public,dcla_culturalinstitutions,1
Non-public,Boston Secor (Ii),Non-public,nysed_activeinstitutions,1
Non-public,Challenge Infant Development Ctr,Non-public,nysed_activeinstitutions,1
Non-public,Roman Catholic Church Of St. Ignatius Loyola,Non-public,dohmh_daycare,1
Non-public,Stephen Gaynor School,Non-public,dohmh_daycare,1
Non-public,Dl Garage Holdings Llc,Non-public,dca_operatingbusinesses,1
Non-public,Rockaway Artists Alliance Inc. Kidsmart Program,Non-public,dohmh_daycare,1
Non-public,"BROOKLYN CHILD CARE, INC.",Non-public,doe_universalprek,1
Non-public,"Brooklyn Book Festival, Inc.",Non-public,dcla_culturalinstitutions,1
Non-public,String Orchestra of New York City,Non-public,dcla_culturalinstitutions,1
Non-public,North Plaza Garage Llc,Non-public,dca_operatingbusinesses,1
Non-public,Service Program for Older People Inc.,Non-public,nysomh_mentalhealth,2
Non-public,Roosevelt Island Day Nursery,Non-public,doe_universalprek,1
Non-public,Temple Israel Of The City Of New York,Non-public,dohmh_daycare,1
